,accuracy,categorical_crossentropy,loss,val_accuracy,val_categorical_crossentropy,val_loss,learning_rate
0,0.2513149082660675,1.8105947971343994,1.8105947971343994,0.24714405834674835,1.8128646612167358,1.8128646612167358,0.006000000052154064
1,0.2513149082660675,1.8105874061584473,1.8105874061584473,0.24714405834674835,1.8133301734924316,1.8133301734924316,0.006000000052154064
2,0.2513149082660675,1.810719609260559,1.810719609260559,0.24714405834674835,1.8147315979003906,1.8147315979003906,0.006000000052154064
3,0.2513149082660675,1.8101180791854858,1.8101180791854858,0.24714405834674835,1.8132307529449463,1.8132307529449463,0.0017999999690800905
4,0.2513149082660675,1.8099766969680786,1.8099766969680786,0.24714405834674835,1.8136067390441895,1.8136067390441895,0.0017999999690800905
5,0.2513149082660675,1.8098418712615967,1.8098418712615967,0.24714405834674835,1.8131519556045532,1.8131519556045532,0.000539999979082495
6,0.2513149082660675,1.8097773790359497,1.8097773790359497,0.24714405834674835,1.813350796699524,1.813350796699524,0.000539999979082495
7,0.2513149082660675,1.8097102642059326,1.8097102642059326,0.24714405834674835,1.8132500648498535,1.8132500648498535,0.00016199999663513154
8,0.2513149082660675,1.8096957206726074,1.8096957206726074,0.24714405834674835,1.8132046461105347,1.8132046461105347,0.00016199999663513154
9,0.2513149082660675,1.8096625804901123,1.8096625804901123,0.24714405834674835,1.8131940364837646,1.8131940364837646,4.859999899053946e-05
10,0.2513149082660675,1.8096630573272705,1.8096630573272705,0.24714405834674835,1.813187599182129,1.813187599182129,4.859999899053946e-05
11,0.2513149082660675,1.8096511363983154,1.8096511363983154,0.24714405834674835,1.8131873607635498,1.8131873607635498,1.4579999515262898e-05
12,0.2513149082660675,1.8096495866775513,1.8096495866775513,0.24714405834674835,1.8131897449493408,1.8131897449493408,1.4579999515262898e-05
13,0.2513149082660675,1.8096462488174438,1.8096462488174438,0.24714405834674835,1.813186526298523,1.813186526298523,4.373999672679929e-06
14,0.2513149082660675,1.8096468448638916,1.8096468448638916,0.24714405834674835,1.8131874799728394,1.8131874799728394,4.373999672679929e-06
15,0.2513149082660675,1.8096445798873901,1.8096445798873901,0.24714405834674835,1.8131892681121826,1.8131892681121826,1.3121998563292436e-06
16,0.2513149082660675,1.809644103050232,1.809644103050232,0.24714405834674835,1.8131821155548096,1.8131821155548096,1.3121998563292436e-06
17,0.2513149082660675,1.8096435070037842,1.8096435070037842,0.24714405834674835,1.8131821155548096,1.8131821155548096,3.936599455300893e-07
18,0.2513149082660675,1.8096446990966797,1.8096446990966797,0.24714405834674835,1.8131855726242065,1.8131855726242065,3.936599455300893e-07
19,0.2513149082660675,1.809643030166626,1.809643030166626,0.24714405834674835,1.8131859302520752,1.8131859302520752,1.1809798650119774e-07
