,accuracy,categorical_crossentropy,loss,val_accuracy,val_categorical_crossentropy,val_loss,learning_rate
0,0.30004528164863586,1.7206751108169556,1.7206751108169556,0.35079410672187805,1.6507004499435425,1.6507004499435425,0.00019999999494757503
1,0.40213871002197266,1.5318435430526733,1.5318435430526733,0.4328503906726837,1.4662635326385498,1.4662635326385498,0.00019999999494757503
2,0.4534466564655304,1.4194822311401367,1.4194822311401367,0.45082196593284607,1.4141874313354492,1.4141874313354492,0.00019999999494757503
3,0.48880141973495483,1.3378534317016602,1.3378534317016602,0.4724157154560089,1.383888602256775,1.383888602256775,0.00019999999494757503
4,0.514577329158783,1.2814693450927734,1.2814693450927734,0.5094733834266663,1.2934422492980957,1.2934422492980957,0.00019999999494757503
5,0.5362081527709961,1.2273281812667847,1.2273281812667847,0.5150460004806519,1.2696179151535034,1.2696179151535034,0.00019999999494757503
6,0.5539377927780151,1.182743787765503,1.182743787765503,0.531345784664154,1.2204660177230835,1.2204660177230835,0.00019999999494757503
7,0.5714583992958069,1.1433931589126587,1.1433931589126587,0.5479242205619812,1.190369963645935,1.190369963645935,0.00019999999494757503
8,0.5813159346580505,1.1099607944488525,1.1099607944488525,0.5645026564598083,1.1656171083450317,1.1656171083450317,0.00019999999494757503
9,0.5998815894126892,1.0699787139892578,1.0699787139892578,0.576762318611145,1.136154294013977,1.136154294013977,0.00019999999494757503
